id;document;tag;content
78;O2.docx;1. Kullanım;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
78;O2.docx;2. Gelişim Alanları;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
78;O2.docx;2a. Akademik beceriler;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
78;O2.docx;1c. Zaman/takvim sembolleri;Günleri gösteren veya mevsimleri gösteren semboller kullanıyoruz.
79;O2.docx;1b. Bütün nesne;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1b. İlişkili nesne;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1b. Yapı/doku;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1. Kullanım;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;1c. Kişi sembolleri;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;2. Gelişim Alanları;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;2a. Akademik beceriler;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
79;O2.docx;2a. Dil ve iletişim;Ayrıca da sınıftaki kişilerin çocukların kendini anlatan sembolleri kullanıyoruz. Birine oyun hamuru kullanıyoruz bir tanesine toka kullanıyoruz. Hangi çocuk neyi seviyorsa onu neyle ilişkilendirirsek onu kullanıyoruz.
81;O2.docx;2. Gelişim Alanları;hocam zaten çoğunu şeyde kullanıyorum ya etkinlikte günlük yaşam becerileri gibi sembollerini hepsini kullanıyoruz. Kaşık olsun, çatal olsun, temizlik malzemeleri olsun kategori olarak çalıştığımız için kategoride gerekli bütün sembolleri kullanıyoruz
81;O2.docx;3. Öneriler;hocam zaten çoğunu şeyde kullanıyorum ya etkinlikte günlük yaşam becerileri gibi sembollerini hepsini kullanıyoruz. Kaşık olsun, çatal olsun, temizlik malzemeleri olsun kategori olarak çalıştığımız için kategoride gerekli bütün sembolleri kullanıyoruz
81;O2.docx;3a. Yeme-içme;hocam zaten çoğunu şeyde kullanıyorum ya etkinlikte günlük yaşam becerileri gibi sembollerini hepsini kullanıyoruz. Kaşık olsun, çatal olsun, temizlik malzemeleri olsun kategori olarak çalıştığımız için kategoride gerekli bütün sembolleri kullanıyoruz
81;O2.docx;2a. Öz bakım;hocam zaten çoğunu şeyde kullanıyorum ya etkinlikte günlük yaşam becerileri gibi sembollerini hepsini kullanıyoruz. Kaşık olsun, çatal olsun, temizlik malzemeleri olsun kategori olarak çalıştığımız için kategoride gerekli bütün sembolleri kullanıyoruz
81;O2.docx;2a. Günlük yaşam becerileri;hocam zaten çoğunu şeyde kullanıyorum ya etkinlikte günlük yaşam becerileri gibi sembollerini hepsini kullanıyoruz. Kaşık olsun, çatal olsun, temizlik malzemeleri olsun kategori olarak çalıştığımız için kategoride gerekli bütün sembolleri kullanıyoruz
82;O2.docx;1b. Bütün nesne;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;1. Kullanım;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;2. Gelişim Alanları;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;2a. Akademik beceriler;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;3. Öneriler;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
82;O2.docx;3a. Akademik beceriler;mesela baklagil çalışacaksak işte fasulye nohut kullanıyorum
83;O2.docx;1b. Bütün nesne;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;1. Kullanım;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;1c. Etkinlik sembolleri;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;2. Gelişim Alanları;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
83;O2.docx;2a. Öz bakım;Yemeğe çıkacaksak kaşık, çatalı gösterip yemeğe çıkacağımızı, tuvalete gideceksek işte altını gösterme gibi
85;O2.docx;1. Kullanım;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;2. Gelişim Alanları;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;2a. Akademik beceriler;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;1d. Yazı içerme;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
85;O2.docx;2a. Okuma-yazma;Hocam biz alışkanlık olsun diye okuma yazma becerileri ön koşul becerileri olduğu için kabartma mutlaka çocuk okuma yazmayı bilse de bilmese de farkındalık oluşturmak adına sembolün adı kabartma Braille yazı dile ile mutlaka belirtiyoruz.
107;O3.docx;1b. Bütün nesne;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;1. Kullanım;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;1c. Etkinlik sembolleri;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;2a. Sosyal etkileşim;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;2. Gelişim Alanları;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
107;O3.docx;1f. Sabah toplantısı;kullandığımız sembollere diş fırçası diş macunu kullanıyoruz. Fırça ile ilgili sabah toplantısından sonra yaptığımız bir şey. Çocuğun eline veriyoruz ne yapacağını biliyor.
108;O3.docx;1b. Bütün nesne;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1b. Nesne parçası;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1b. İlişkili nesne;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1. Kullanım;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;1c. Kişi sembolleri;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;2. Gelişim Alanları;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
108;O3.docx;2a. Yönelim ve bağımsız hareket;kişi sembolleri ile ilgide biz çocukların özellikle sıra yerlerini öğrenmeleri için her çocuğun kendine özel bir sembolü vardı. Mesela örnek vermem gerekirse benim sınıfımda Sümeyye’nin mesela şeydi tokaydı. Saç tokası. Ece’nin şeydi legoydu çünkü legoyu çok seviyor. Sümeyye de çok toka takar saçına o yüzden. Bekir’in şeydi bloktu bloklarla oynamayı çok sevdiği için. Gülbaharın da şeydi meyve suyu kutusuydu çünkü o da içmeyi çok seviyor. Bu tarz semboller kullandık. Yer sembollerini açıkçası bu sene pek kullanmadık ama geçen sene bu seneki öğrencilerim benim birinci sınıftı bu arada. Çok ihtiyaç duymadım açıkçası o yüzden kullanmadım.
111;O3.docx;1. Kullanım;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
111;O3.docx;2. Gelişim Alanları;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
111;O3.docx;1c. Yer sembolleri;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
111;O3.docx;2a. Yönelim ve bağımsız hareket;Yemekhanenin kapısına çatal yapıştırdık. Oraya gittiğimizde çocuk yemekhanenin farkına varıyordu.
112;O3.docx;1b. İlişkili nesne;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;1. Kullanım;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;1c. Etkinlik sembolleri;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;2. Gelişim Alanları;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;2a. Akademik beceriler;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
112;O3.docx;1f. Matematik;Etkinlik sembolü de kullanmadık bu sene. Geçen sene kullandık ama. Bu etkinlik sembolünü şöyle kullandık ama her dersin kendine ait mesela matematiğinki şeydi küp taştı. Küçük bir küp taştı. Onu çocuğun eline verdiğimiz zaman anlıyordu matematik dersinin olduğunu.
113;O3.docx;1. Kullanım;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;1c. Etkinlik sembolleri;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;2. Gelişim Alanları;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;2a. Okuma-yazma;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
113;O3.docx;1f. Okuma-yazma;İşte okuma yazmanın birer kalemdi falan filan. Bu şekilde yaptık yani.
114;O3.docx;1. Kullanım;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;2. Gelişim Alanları;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;2a. Akademik beceriler;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;1c. Zaman/takvim sembolleri;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
114;O3.docx;1f. Akademik beceriler;Takvim sembollerini bu sene kullandık sadece mevsimler ile ilgili. Sabah öğle akşam ile ilgili değil de mevsimler yine mevsimleri anlatan onu stajyerler hazırlamıştı sembol kullandık.
121;O3.docx;2. Gelişim Alanları;Özellikle iletişim sıkıntısı çeken, dil konuşma sıkıntısı çeken çocuklar ile ilgili. Bunu yazayım mı? Yok yazmıyorum.
121;O3.docx;2a. Dil ve iletişim;Özellikle iletişim sıkıntısı çeken, dil konuşma sıkıntısı çeken çocuklar ile ilgili. Bunu yazayım mı? Yok yazmıyorum.
121;O3.docx;1e. Dil ve iletişim güçlükleri;Özellikle iletişim sıkıntısı çeken, dil konuşma sıkıntısı çeken çocuklar ile ilgili. Bunu yazayım mı? Yok yazmıyorum.
122;O3.docx;2. Gelişim Alanları;dil konuşma problemi çeken özellikle alıcı dili sıkıntılı Öğretmen .  Çocuklarda kullandık bunu.
122;O3.docx;2a. Dil ve iletişim;dil konuşma problemi çeken özellikle alıcı dili sıkıntılı Öğretmen .  Çocuklarda kullandık bunu.
33;O1.docx;1b. Nesne parçası;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;1b. İlişkili nesne;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;1b. Yapı/doku;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;1. Kullanım;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;1d. Nesne/somut materyal;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;1c. Etkinlik sembolleri;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;2. Gelişim Alanları;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;2a. Akademik beceriler;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;1c. Zaman/takvim sembolleri;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;3. Öneriler;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;3a. Akademik beceriler;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
33;O1.docx;3a. Etkinlik;Mevsimler için mevsimin her mevsimin ilişki XXX kışın biz ne yaparız, atkı takarız, şapka takarız, eldiven takarız, botlarımızı giyeriz değil mi kar yağar budur yani şey için hava nasıl soğuk olur. Yazın mesela çimler çıkar çimenler çıkar biz artık kısa kollu kıyafetler giyeriz yaz mevsimi için ya da oraya şemsiye koyarsın kumsal şeyini belirtmesi için yani anlatabildim mi bir paketin içine ince kum koyarsın kumsal uzanır şeklinde belirtirsin bir güneş sembolü olur. Sonbaharda ağaçlar çiçeklerini döker. Bir ağaç resmi yapılır bir kabartma ağaç şeklinde figür yapılır yapraklar serpilir.  Artık yağmurlar başladığında bir şemsiye konur mesela ya da bahara şemsiye koyarsınız. Mevsime ilişki göre sembolünü kullanırız yani.
